DLPS,ESTC,DocNo,TCP,GaleDocNo
004869420,T106756,CW110718981,K085711.000,CW3310718981
004772485,N13295,CW111079554,K008190.000,CW3311079554
004821415,T192985,CW107634221,K125567.000,CW3307634221
004845034,T72264,CW113746641,K061280.000,CW3313746641
004809456,T5912,CW116266069,K023308.000,CW3316266069
004806911,T40890,CW116707027,K040564.000,CW3316707027
004902170,T48796,CW104145569,K045342.000,CW3304145569
004877674,T117316,CW111112071,K093988.001,CW3311112071
004772312,N13021,CW116872878,K008041.000,CW3316872878
004809096,T5481,CW124785366,K022977.000,CW3324785366
004799404,T2892,CW102001200,K021793.004,CW3302001760
004823316,T204341,CW114803172,K127477.001,CW3314803172
004801714,T32529,CW101030213,K035594.000,CW3301030213
004861335,T96382,CW100388101,K077612.000,CW3300388101
004858297,T92160,CW100325389,K074568.000,CW3300325389
004840443,T65928,CW104682852,K056672.000,CW3304682852
004848513,T77989,CW119661169,K064769.000,CW3319661169
004801739,T32597,CW110985945,K035616.001,CW3310985945
004789369,T10157,CW104369119,K024870.000,CW3304369119
004903053,T50176,CW104125997,K046226.000,CW3304125997
004816794,T176371,CW105991721,K120907.000,CW3305991721
004785548,N5204,CW108205405,K003280.000,CW3308205405
004836069,T59854,CW111618201,K052287.001,CW3311618201
004851380,T82891,CW110493800,K067641.004,CW3312486618
004901262,T47416,CW114790215,K044434.000,CW3314790215
004899010,T43737,CW109793158,K042178.000,CW3309793158
004834785,T57984,CW109713285,K051003.000,CW3309713285
004801970,T32931,CW114290229,K035834.000,CW3314290229
004897214,T146083,CW113759515,K113595.000,CW3313759515
004778076,N2249,CW109777518,K001482.000,CW3309777518
004836009,T59731,CW111801632,K052227.002,CW3311802016
004882095,T123187,CW117611575,K098413.000,CW3317611575
004891054,T135780,CW113785563,K107395.000,CW3313785563
004901100,T47169,CW110606328,K044271.000,CW3310606328
004781641,N31160,CW117073882,K016090.000,CW3317073882
004881168,T121873,CW118413742,K097486.000,CW3318413742
004891918,T137100,CW121360091,K108268.000,CW3321360091
004848243,T77431,CW118772055,K064499.001,CW3318772055
004788110,N8120,CW110812006,K004797.000,CW3310812006
004772607,N13484,CW116217636,K008295.005,CW3316218836
004804968,T37954,CW104771670,K038748.000,CW3304771670
004869667,T107055,CW110965243,K085958.002,CW3310965483
004799688,T29429,CW112036961,K033787.000,CW3312036961
004864584,T100478,CW111252729,K080865.000,CW3311252729
004904556,P208,CW105435960,K019650.000,CW3305435960
004875368,T114528,CW108502359,K091678.002,CW3308502765
004809340,T5763,CW105586974,K023202.000,CW3305586974
004831921,T53511,CW110152297,K048137.000,CW3310152297
004844960,T72179,CW115465977,K061206.001,CW3315465977
004788594,N8916,CW111656829,K005224.000,CW3311656829
004881239,T121952,CW104640090,K097557.000,CW3304640090
004904312,T52618,CW116545935,K047491.000,CW3316545935
004861322,T96368,CW103500537,K077599.002,CW3303501280
004804704,T37463,CW116809136,K038487.000,CW3316809136
004899677,T44797,CW104931682,K042848.000,CW3304931682
004843040,T69545,CW108386018,K059277.000,CW3308386018
004827356,T224202,CW107754892,K131636.000,CW3307754892
004895647,T143680,CW101022146,K112026.000,CW3301022146
004894051,T140064,CW115811323,K110414.004,CW3315812217
004837679,T62066,CW124596510,K053906.000,CW3324596510
004856706,T89867,CW110560609,K072976.000,CW3310560609
004819283,T184753,CW106229041,K123412.000,CW3306229041
004896316,T144797,CW101315178,K112697.001,CW3301315178
004897225,T146096,CW108829870,K113606.004,CW3309563728
004781720,N31470,CW107744628,K016151.000,CW3307744628
004771967,N12607,CW109796196,K007722.000,CW3309796196
004801766,T32633,CW117151044,K035639.000,CW3317151044
004812954,T155562,CW109611968,K117055.000,CW3309611968
004897225,T146096,CW108829870,K113606.006,CW3308937328
004872544,T110665,CW116642349,K088839.000,CW3316642349
004840714,T66298,CW104233454,K056943.000,CW3304233454
004796094,T21863,CW119132051,K030714.000,CW3319132051
004794856,T1943,CW114911106,K021151.002,CW3315685860
004772255,N12956,CW102761244,K007986.002,CW3302761447
004887777,T131173,CW116562597,K104108.000,CW3316562597
004864247,T100060,CW114143458,K080528.000,CW3314143458
004910016,N10696,CW104163068,K006382.001,CW3304163068
004864741,T100668,CW114931288,K081022.000,CW3314931288
004871123,T108889,CW115475311,K087416.000,CW3315475311
004831885,T53475,CW115644960,K048101.000,CW3315644960
004846589,T74576,CW100787717,K062837.000,CW3300787717
004805720,T39062,CW113283483,K039488.000,CW3313283483
004883080,T124631,CW112218138,K099398.000,CW3312218138
004774919,N1663,CW108205115,K001056.000,CW3308205115
004886913,T129879,CW109573349,K103238.000,CW3309573349
004809374,T5799,CW106330655,K023234.000,CW3306330655
004799605,T29271,CW112456347,K033708.000,CW3312456347
004796401,T22351,CW114347290,K031010.000,CW3314347290
004799567,T29224,CW110483689,K033670.000,CW3310483689
004790896,T12462,CW105196785,K026247.000,CW3305196785
004797696,T2617,CW106253430,K021585.000,CW3306253430
004865013,T101011,CW106857038,K081295.000,CW3306857038
004808200,T42786,CW117025062,K041717.000,CW3317025062
004832615,T54527,CW116282400,K048831.000,CW3316282400
004799834,T29691,CW105121927,K033915.000,CW3305121927
004900825,T46739,CW100876869,K043996.000,CW3300876869
004892642,T138159,CW102746846,K108995.004,CW3302862950
004788243,N8313,CW123087076,K004915.000,CW3323087076
004843879,T70823,CW103963062,K060122.000,CW3303963062
004838879,T63743,CW110148609,K055107.000,CW3310148609
004832965,T55125,CW110706706,K049181.000,CW3310706706
004874629,T113546,CW100716846,K090934.000,CW3300716846
004834807,T58008,CW106967945,K051025.000,CW3306967945
004897166,T146028,CW113140669,K113547.001,CW3313140669
004805982,T39487,CW119517070,K039747.000,CW3319517070
004850386,T81254,CW107039931,K066646.002,CW3307040310
004778754,N23546,CW104950899,K013690.000,CW3304950899
004809985,T7914,CW107224112,K023978.000,CW3307224112
004834053,T56868,CW106381965,K050270.000,CW3306381965
004885348,T127663,CW103187052,K101669.001,CW3303187052
004836069,T59854,CW111618201,K052287.003,CW3310876004
004809326,T5742,CW113116761,K023189.000,CW3313116761
004901298,T47465,CW104228751,K044470.000,CW3304228751
004779332,N24813,CW106514472,K014189.000,CW3306514472
004861603,T96718,CW108704520,K077880.000,CW3308704520
004801739,T32597,CW110985945,K035616.003,CW3310986839
004862212,T97491,CW113356661,K078489.002,CW3313516054
004839772,T65013,CW104234072,K056001.000,CW3304234072
004802008,T32973,CW116174708,K035870.000,CW3316174708
004882695,T124076,CW118455452,K099013.002,CW3318455667
004833069,T55291,CW110015745,K049285.000,CW3310015745
004888265,T131818,CW117057895,K104598.000,CW3317057895
004823316,T204341,CW114803172,K127477.003,CW3314803600
004772352,N13061,CW110431465,K008077.000,CW3310431465
004803793,T35941,CW116021642,K037587.000,CW3316021642
004900972,T46976,CW112791086,K044143.000,CW3312791086
004902287,T48948,CW110893031,K045459.000,CW3310893031
004827014,T223323,CW115854589,K131280.000,CW3315854589
004793407,T1712,CW114904014,K020964.000,CW3314904014
004894025,T140030,CW123976771,K110388.000,CW3323976771
004895305,T142806,CW115375686,K111682.000,CW3315375686
004859855,T94267,CW101679983,K076130.000,CW3301679983
004809125,T5511,CW113743997,K023004.004,CW3313743997
004807611,T41991,CW110221933,K041189.000,CW3310221933
004779408,N24967,CW111406215,K014256.000,CW3311406215
004801318,T31976,CW110152140,K035226.000,CW3310152140
004863832,T99570,CW110039684,K080111.000,CW3310039684
004790882,T12445,CW104218666,K026235.000,CW3304218666
004792519,T14743,CW114593056,K027657.000,CW3314593056
004773314,N14373,CW110439474,K008947.000,CW3310439474
004795556,T2095,CW110152772,K021263.000,CW3310152772
004798016,T26858,CW110133203,K032308.000,CW3310133203
004831947,T53584,CW100716854,K048163.000,CW3300716854
004850140,T80840,CW114570853,K066398.000,CW3314570853
004863316,T98935,CW112426261,K079595.003,CW3312426737
004890163,T134448,CW119723395,K106504.000,CW3319723395
004896874,T145600,CW101551018,K113255.000,CW3301551018
004807208,T41367,CW116666624,K040829.000,CW3316666624
004809172,T5566,CW113193981,K023048.000,CW3313193981
004772016,N12675,CW107023367,K007766.000,CW3307023367
004821739,T194401,CW124967068,K125893.000,CW3324967068
004877908,T117581,CW107111391,K094222.000,CW3307111391
004897197,T146065,CW113088086,K113578.000,CW3313088086
004790113,T11253,CW110896793,K025532.002,CW3310897090
004794595,T1873,CW107118701,K021105.000,CW3307118701
004876967,T116476,CW110852650,K093280.000,CW3310852650
004885973,T128542,CW115337803,K102297.000,CW3315337803
004855149,T87884,CW101754297,K071418.000,CW3301754297
004770016,N10160,CW107021887,K005913.000,CW3307021887
004901107,T47176,CW110136274,K044278.000,CW3310136274
004838670,T63464,CW107219466,K054898.000,CW3307219466
004847499,T76167,CW112369915,K063754.000,CW3312369915
004813709,T162656,CW110786492,K117814.000,CW3310786492
004901097,T47165,CW112642434,K044268.000,CW3312642434
004804029,T36357,CW102469734,K037818.000,CW3302469734
004854280,T86648,CW102104504,K070549.000,CW3302104504
004898423,T147996,CW125079887,K114808.000,CW3325079887
004869686,T107078,CW124688467,K085977.000,CW3324688467
004863316,T98935,CW112426261,K079595.002,CW3312426496
004850269,T81102,CW119056528,K066529.000,CW3319056528
004885156,T127415,CW100840674,K101477.000,CW3300840674
004877674,T117316,CW111112071,K093988.002,CW3310644375
004791915,T14004,CW120221557,K027127.000,CW3320221557
004792674,T14927,CW114149336,K027796.001,CW3314724473
004796532,T2254,CW101068463,K021346.000,CW3301068463
004823316,T204341,CW114803172,K127477.002,CW3314803380
004903009,T50078,CW106255770,K046182.000,CW3306255770
004776294,N19408,CW112773641,K011545.000,CW3312773641
004779532,N25228,CW105639575,K014363.000,CW3305639575
004801739,T32597,CW110985945,K035616.002,CW3310986375
004899768,T44943,CW110082178,K042939.000,CW3310082178
004831470,T52934,CW110244999,K047686.000,CW3310244999
004771204,N11663,CW111154010,K007016.000,CW3311154010
004835421,T58993,CW116697739,K051639.008,CW3316697739
004836069,T59854,CW111618201,K052287.002,CW3310875694
004864236,T100048,CW115816561,K080517.000,CW3315816561
004834067,T56887,CW105208926,K050284.000,CW3305208926
004799106,T28440,CW107117801,K033266.000,CW3307117801
004808469,T4525,CW118274819,K022415.000,CW3318274819
004801769,T32640,CW113470048,K035642.000,CW3313470048
004876317,T115721,CW118450080,K092629.000,CW3318450080
004836009,T59731,CW111801632,K052227.001,CW3311801632
004881668,T122526,CW113134775,K097986.000,CW3313134775
004772607,N13484,CW116217636,K008295.006,CW3316219148
004795892,T21419,CW113647525,K030547.000,CW3313647525
004848243,T77431,CW118772055,K064499.002,CW3318772456
004895863,T144132,CW101520959,K112243.000,CW3301520959
004892642,T138159,CW102746846,K108995.005,CW3302804392
004781203,N29400,CW122094669,K015773.000,CW3322094669
004910886,T141037,CW108524129,K111051.000,CW3308524129
004795115,T20153,CW107998945,K029870.000,CW3307998945
004840070,T65459,CW114475777,K056299.000,CW3314475777
004873622,T112299,CW113789083,K089925.000,CW3313789083
004869667,T107055,CW110965243,K085958.001,CW3310965243
004833230,T55497,CW106554062,K049446.000,CW3306554062
004865037,T101049,CW109730274,K081319.000,CW3309730274
004890102,T134345,CW113648625,K106443.000,CW3313648625
004827304,T224076,CW105994130,K131582.000,CW3305994130
004844960,T72179,CW115465977,K061206.002,CW3315466223
004835856,T59549,CW101896196,K052074.000,CW3301896196
004875368,T114528,CW108502359,K091678.001,CW3308502359
004794938,T19844,CW111603611,K029715.000,CW3311603611
004806540,T40337,CW110223939,K040240.000,CW3310223939
004898517,T148329,CW124480481,K114902.000,CW3324480481
004770081,N10231,CW104630781,K005971.000,CW3304630781
004848514,T77990,CW108302326,K064770.000,CW3308302326
004832077,T53734,CW115017346,K048293.000,CW3315017346
004794856,T1943,CW114911106,K021151.003,CW3314911451
004795020,T1997,CW100697967,K021193.000,CW3300697967
004897225,T146096,CW108829870,K113606.007,CW3308829870
004891914,T137094,CW120514447,K108264.000,CW3320514447
004887768,T131163,CW114377515,K104099.006,CW3314379241
004878383,T118164,CW114670849,K094698.000,CW3314670849
004803024,T34690,CW112995554,K036824.000,CW3312995554
004884465,T126376,CW110567456,K100784.000,CW3310567456
004803035,T34702,CW123393765,K036834.000,CW3323393765
004816285,T174434,CW117001470,K120396.000,CW3317001470
004897533,T146566,CW108650629,K113915.002,CW3308651115
004774102,N15318,CW104175264,K009653.000,CW3304175264
004801963,T32923,CW113787866,K035828.000,CW3313787866
004803387,T35251,CW113180882,K037184.000,CW3313180882
004891058,T135784,CW107851486,K107399.000,CW3307851486
004859721,T94101,CW118465134,K075995.000,CW3318465134
004853754,T85928,CW102194813,K070022.001,CW3302194813
004886123,T128775,CW124783356,K102448.002,CW3324783659
004883363,T124958,CW110272482,K099681.000,CW3310272482
004808015,T42585,CW111425349,K041548.003,CW3311425815
004791651,T13691,CW119757543,K026892.000,CW3319757543
004800238,T30491,CW117025311,K034257.000,CW3317025311
004834064,T56883,CW104606319,K050281.000,CW3304606319
004809121,T5507,CW124671561,K023000.000,CW3324671561
004777173,N20994,CW116261565,K012309.000,CW3316261565
004851892,T83587,CW115892904,K068154.002,CW3316113077
004799006,T28325,CW114540401,K033177.000,CW3314540401
004810441,T9039,CW115373401,K024330.000,CW3315373401
004875904,T115185,CW113421074,K092215.000,CW3313421074
004795687,T21151,CW106663854,K030365.000,CW3306663854
004823293,T204092,CW108884555,K127454.000,CW3308884555
004897279,T146176,CW113759305,K113660.002,CW3314387518
004798249,T27156,CW109401201,K032515.000,CW3309401201
004827815,T225547,CW117216751,K132097.001,CW3317216751
004784944,N4778,CW107748114,K003059.000,CW3307748114
004795792,T21282,CW110149401,K030458.000,CW3310149401
004793487,T17200,CW104989398,K028494.000,CW3304989398
004897265,T146158,CW112399139,K113646.000,CW3312399139
004783308,N3814,CW108560619,K002449.000,CW3308560619
004860427,T95226,CW101064974,K076702.001,CW3301064974
004806387,T4010,CW119331113,K022123.000,CW3319331113
004897243,T146118,CW113065395,K113624.000,CW3313065395
004798032,T26874,CW111921177,K032322.000,CW3311921177
004806339,T4002,CW118260024,K022115.002,CW3318260512
004833227,T55494,CW100662279,K049443.000,CW3300662279
004900806,T46712,CW112872354,K043977.000,CW3312872354
004775689,N1818,CW110438241,K001176.000,CW3310438241
004801634,T32415,CW113791854,K035521.000,CW3313791854
004841298,T66947,CW111570144,K057530.005,CW3311571099
004900015,T45433,CW106675577,K043186.000,CW3306675577
004876861,T116357,CW104230069,K093174.004,CW3304230550
004808645,T4723,CW110842862,K022578.000,CW3310842862
004818871,T183380,CW109399854,K122997.000,CW3309399854
004868435,T105408,CW110808211,K084724.000,CW3310808211
004809988,T792,CW114594931,K020308.000,CW3314594931
004818861,T183337,CW105280840,K122987.000,CW3305280840
004896384,T144887,CW115231278,K112765.000,CW3315231278
004885455,T127827,CW110271895,K101776.000,CW3310271895
004810818,T9585,CW113960997,K024661.000,CW3313960997
004803880,T36072,CW112016647,K037672.000,CW3312016647
004776420,N19601,CW110974193,K011654.000,CW3310974193
004832080,T53737,CW112642521,K048296.000,CW3312642521
004860039,T94539,CW115381121,K076314.000,CW3315381121
004851306,T82722,CW121646745,K067567.000,CW3321646745
004834334,T57335,CW111917763,K050551.002,CW3309444209
004876509,T115937,CW122771588,K092821.000,CW3322771588
004903997,T52020,CW116021656,K047175.000,CW3316021656
004789409,T10217,CW107118811,K024904.000,CW3307118811
004809919,T7614,CW118400319,K023942.000,CW3318400319
004841275,T66924,CW109684370,K057507.002,CW3309684606
004883404,T125001,CW112837716,K099722.000,CW3312837716
004815040,T168210,CW107686207,K119146.000,CW3307686207
004899102,T43878,CW112016723,K042270.000,CW3312016723
004879802,T120079,CW100171327,K096120.017,CW3300173603
004835901,T59600,CW110071658,K052119.000,CW3310071658
004865984,T102228,CW102095547,K082269.005,CW3301886783
004879802,T120079,CW100171327,K096120.003,CW3300673014
004859047,T93261,CW113241629,K075318.000,CW3313241629
004812695,T154940,CW125764182,K116796.000,CW3325764182
004843555,T70314,CW114109295,K059793.000,CW3314109295
004773139,N14164,CW110430917,K008784.000,CW3310430917
004879802,T120079,CW100171327,K096120.002,CW3301747704
004865984,T102228,CW102095547,K082269.004,CW3302095840
004879802,T120079,CW100171327,K096120.016,CW3300173194
004885849,T128380,CW124664832,K102172.000,CW3324664832
004810553,T9192,CW111760151,K024432.000,CW3311760151
004834350,T57352,CW109407981,K050567.001,CW3309407981
004873708,T112401,CW106600887,K090011.000,CW3306600887
004899732,T44884,CW109498898,K042903.000,CW3309498898
004835420,T58992,CW112657733,K051638.001,CW3312657733
004869770,T107178,CW105669456,K086061.000,CW3305669456
004864174,T99968,CW118121105,K080455.000,CW3318121105
004809278,T5686,CW124564277,K023147.000,CW3324564277
004823735,T208679,CW115042891,K127900.000,CW3315042891
004844085,T71093,CW113486322,K060329.000,CW3313486322
004846795,T75040,CW113027646,K063043.000,CW3313027646
004897171,T146033,CW121072765,K113552.001,CW3321072765
004848472,T77884,CW110068156,K064728.000,CW3310068156
004899496,T44447,CW106670883,K042666.000,CW3306670883
004876861,T116357,CW104230069,K093174.005,CW3304230711
004900033,T45456,CW106675491,K043204.000,CW3306675491
004794779,T19043,CW110411832,K029625.000,CW3310411832
004792762,T1547,CW112131762,K020903.000,CW3312131762
004841298,T66947,CW111570144,K057530.004,CW3311570880
004806339,T4002,CW118260024,K022115.003,CW3318260843
004857524,T90948,CW110496103,K073795.001,CW3310496103
004863774,T99506,CW104152874,K080053.001,CW3304152874
004772472,N13275,CW110220527,K008178.000,CW3310220527
004839390,T64481,CW103877546,K055619.002,CW3303878094
004859207,T93463,CW119722543,K075478.000,CW3319722543
004820676,T189602,CW122331294,K124816.000,CW3322331294
004806903,T40872,CW113261691,K040557.000,CW3313261691
004806892,T40856,CW110412399,K040547.000,CW3310412399
004809707,T71,CW114932759,K019851.001,CW3314932759
004854093,T86362,CW118299699,K070362.002,CW3317788540
004897217,T146088,CW102738725,K113598.004,CW3302740070
004805955,T39457,CW113178224,K039720.000,CW3313178224
004857204,T90534,CW103783832,K073475.000,CW3303783832
004834058,T56875,CW120270921,K050275.000,CW3320270921
004808015,T42585,CW111425349,K041548.002,CW3311425552
004802484,T33651,CW122667512,K036286.000,CW3322667512
004842552,T68813,CW118653148,K058785.000,CW3318653148
004802494,T33668,CW112955830,K036296.000,CW3312955830
004881390,T122154,CW112328733,K097708.000,CW3312328733
004879671,T119851,CW109274978,K095989.000,CW3309274978
004897833,T146980,CW123937303,K114216.000,CW3323937303
004806094,T39642,CW106170544,K039855.000,CW3306170544
004803934,T36173,CW110072817,K037725.000,CW3310072817
004846334,T74230,CW117402467,K062582.000,CW3317402467
004810906,T9718,CW113168046,K024736.000,CW3313168046
004832811,T54947,CW111060644,K049027.000,CW3311060644
004795596,T2099,CW113646482,K021266.000,CW3313646482
004877715,T117360,CW121823180,K094029.000,CW3321823180
004777591,N21625,CW111656082,K012677.000,CW3311656082
004895369,T142950,CW115272807,K111746.000,CW3315272807
004774662,N1624,CW110345043,K001031.000,CW3310345043
004811414,T150537,CW106028340,K115512.000,CW3306028340
004840865,T66469,CW101679326,K057094.000,CW3301679326
004887768,T131163,CW114377515,K104099.005,CW3314378903
004809422,T5860,CW103827100,K023275.000,CW3303827100
004897533,T146566,CW108650629,K113915.001,CW3308650629
004779595,N25358,CW111401927,K014420.000,CW3311401927
004796805,T233,CW117025348,K019952.000,CW3317025348
004813241,T160571,CW101815413,K117344.000,CW3301815413
004796275,T22178,CW109522745,K030889.000,CW3309522745
004884733,T126752,CW113696184,K101052.000,CW3313696184
004794407,T18518,CW110069059,K029293.000,CW3310069059
004806103,T39655,CW107287539,K039863.000,CW3307287539
004860906,T95824,CW114910381,K077183.000,CW3314910381
004829593,W3591,CW107691139,K133021.000,CW3307691139
004783750,N41591,CW114702926,K017485.000,CW3314702926
004845972,T73644,CW110395195,K062220.000,CW3310395195
004876638,T116097,CW123976181,K092950.000,CW3323976181
004827642,T224811,CW116204565,K131924.000,CW3316204565
004853754,T85928,CW102194813,K070022.002,CW3301309247
004886123,T128775,CW124783356,K102448.001,CW3324783356
004838453,T63190,CW106462425,K054680.003,CW3306462931
004851892,T83587,CW115892904,K068154.001,CW3315892904
004841306,T66956,CW100716827,K057538.000,CW3300716827
004805370,T38523,CW103857032,K039143.000,CW3303857032
004895810,T144059,CW112220943,K112190.000,CW3312220943
004805462,T38657,CW113131155,K039235.000,CW3313131155
004827815,T225547,CW117216751,K132097.002,CW3317216973
004788276,N8371,CW116555132,K004944.000,CW3316555132
004897279,T146176,CW113759305,K113660.001,CW3313759305
004844737,T71928,CW104801378,K060982.000,CW3304801378
004841493,T67196,CW113310615,K057726.000,CW3313310615
004848316,T77546,CW123369145,K064572.000,CW3323369145
004869628,T107011,CW114919423,K085919.000,CW3314919423
004890743,T135352,CW112599102,K107084.000,CW3312599102
004899983,T45397,CW110070950,K043154.000,CW3310070950
004771082,N11492,CW106833282,K006903.000,CW3306833282
004778408,N23042,CW108112945,K013380.000,CW3308112945
004841298,T66947,CW111570144,K057530.006,CW3311571323
004834495,T57554,CW111024457,K050712.000,CW3311024457
004799694,T29445,CW114081033,K033792.000,CW3314081033
004807589,T41956,CW113134810,K041171.000,CW3313134810
004806339,T4002,CW118260024,K022115.001,CW3318260024
004896806,T145505,CW111974384,K113187.004,CW3311974989
004801966,T32926,CW115194587,K035831.000,CW3315194587
004841190,T66837,CW110072913,K057422.000,CW3310072913
004844178,T71256,CW114140028,K060422.000,CW3314140028
004847503,T76174,CW114747612,K063758.000,CW3314747612
004770642,N10840,CW104393612,K006500.000,CW3304393612
004841275,T66924,CW109684370,K057507.001,CW3309684370
004835420,T58992,CW112657733,K051638.003,CW3312658372
004806037,T39559,CW113006676,K039801.000,CW3313006676
004834334,T57335,CW111917763,K050551.001,CW3311917763
004806232,T39827,CW115369150,K039979.000,CW3315369150
004795453,T20774,CW115272601,K030162.000,CW3315272601
004834350,T57352,CW109407981,K050567.003,CW3309408425
004857217,T90551,CW103392940,K073488.000,CW3303392940
004809306,T5720,CW111930261,K023171.000,CW3311930261
004800326,T30628,CW114718513,K034336.000,CW3314718513
004809141,T5527,CW113744783,K023019.000,CW3313744783
004877195,T116748,CW118471390,K093508.000,CW3318471390
004807300,T41509,CW124584601,K040910.000,CW3324584601
004834071,T56893,CW104933188,K050288.000,CW3304933188
004786399,N5839,CW108009184,K003615.000,CW3308009184
004786389,N5823,CW109537008,K003605.000,CW3309537008
004866698,T103179,CW104873800,K082984.000,CW3304873800
004879802,T120079,CW100171327,K096120.014,CW3304398798
004904801,P6308,CW125781376,K019770.001,CW3325781376
004797922,T26761,CW107454881,K032221.000,CW3307454881
004850142,T80842,CW113633799,K066400.000,CW3313633799
004795261,T20406,CW108497798,K029992.000,CW3308497798
004819716,T186035,CW114083816,K123849.000,CW3314083816
004808939,T5274,CW104803407,K022835.000,CW3304803407
004804929,T37899,CW103801624,K038710.000,CW3303801624
004835037,T58326,CW110298329,K051255.000,CW3310298329
004793519,T1728,CW114258361,K020978.000,CW3314258361
004904047,T52097,CW105723528,K047225.000,CW3305723528
004900866,T46796,CW107240853,K044037.000,CW3307240853
004879802,T120079,CW100171327,K096120.015,CW3300172786
004879802,T120079,CW100171327,K096120.001,CW3300781943
004900709,T46573,CW105354201,K043880.000,CW3305354201
004837676,T62063,CW110966035,K053903.001,CW3310966035
004872427,T110518,CW102367748,K088722.000,CW3302367748
004835558,T59183,CW106677547,K051776.000,CW3306677547
004809333,T5754,CW115793665,K023195.000,CW3315793665
004772760,N13686,CW107486579,K008430.000,CW3307486579
004834097,T56930,CW101579832,K050314.000,CW3301579832
004784288,N4540,CW104394386,K002914.000,CW3304394386
004834350,T57352,CW109407981,K050567.002,CW3309408207
004846790,T75034,CW113545396,K063038.000,CW3313545396
004845483,T73010,CW104622695,K061730.000,CW3304622695
004806995,T41007,CW112016809,K040638.000,CW3312016809
004835420,T58992,CW112657733,K051638.002,CW3312658058
004897171,T146033,CW121072765,K113552.002,CW3321073053
004826194,T219052,CW124524126,K130449.000,CW3324524126
004842745,T69031,CW113280939,K058981.000,CW3313280939
004862285,T97589,CW112432883,K078562.000,CW3312432883
004783251,N37792,CW113057799,K017256.000,CW3313057799
004853689,T85829,CW109678449,K069956.005,CW3311909407
004857010,T90234,CW112115004,K073280.000,CW3312115004
004876861,T116357,CW104230069,K093174.006,CW3304230867
004832308,T54050,CW106579325,K048524.000,CW3306579325
004857524,T90948,CW110496103,K073795.002,CW3311095445
004798023,T26865,CW109503677,K032314.000,CW3309503677
004811139,T149808,CW109345539,K115236.000,CW3309345539
004829160,W20438,CW114160889,K134246.000,CW3314160889
004798012,T26854,CW109160235,K032304.000,CW3309160235
004900668,T46518,CW110152691,K043839.000,CW3310152691
004788310,N842,CW104367291,K000532.000,CW3304367291
004829307,W20660,CW106393365,K134413.000,CW3306393365
004839390,T64481,CW103877546,K055619.001,CW3303877546
004864970,T100959,CW124643410,K081252.000,CW3324643410
004863774,T99506,CW104152874,K080053.002,CW3300090396
004810624,T93,CW106672704,K019867.000,CW3306672704
004788738,N9211,CW108129683,K005366.000,CW3308129683
004823311,T204294,CW110323322,K127472.000,CW3310323322
004816943,T176823,CW107646870,K121056.000,CW3307646870
004869984,T107461,CW116306667,K086276.000,CW3316306667
004809380,T5803,CW106109739,K023238.000,CW3306109739
004854093,T86362,CW118299699,K070362.001,CW3318299699
004827815,T225547,CW117216751,K132097.003,CW3317217189
004799611,T29278,CW113880691,K033714.000,CW3313880691
004782206,N33225,CW108436127,K016530.000,CW3308436127
004882624,T123974,CW112848594,K098942.000,CW3312848594
004815712,T171480,CW107633312,K119822.000,CW3307633312
004793688,T1755,CW107931610,K021003.000,CW3307931610
004842514,T68772,CW102384904,K058747.000,CW3302384904
004809160,T5552,CW125283683,K023036.000,CW3325283683
004838453,T63190,CW106462425,K054680.002,CW3306462659
004807241,T41406,CW118452202,K040857.000,CW3318452202
004848542,T78021,CW104744824,K064798.000,CW3304744824
004808015,T42585,CW111425349,K041548.001,CW3311425349
004832087,T53744,CW114233131,K048303.000,CW3314233131
004874623,T113540,CW110300451,K090928.000,CW3310300451
004849781,T80012,CW104788692,K066039.000,CW3304788692
004885264,T127561,CW112691834,K101585.000,CW3312691834
004875568,T114792,CW114634635,K091879.000,CW3314634635
004838027,T62574,CW106920194,K054254.000,CW3306920194
004849969,T80551,CW120351443,K066227.000,CW3320351443
004887768,T131163,CW114377515,K104099.004,CW3314378540
004902887,T49884,CW116259423,K046060.000,CW3316259423
004847006,T75334,CW111251440,K063254.000,CW3311251440
004897225,T146096,CW108829870,K113606.008,CW3308937745
004868570,T105612,CW120638831,K084859.000,CW3320638831
004895801,T144050,CW113883134,K112181.000,CW3313883134
004892645,T138164,CW109501051,K108999.000,CW3309501051
004840447,T65935,CW103781667,K056676.000,CW3303781667
004845973,T73645,CW110395208,K062221.000,CW3310395208
004785181,N49119,CW116881838,K018401.000,CW3316881838
004848855,T78406,CW109399214,K065111.000,CW3309399214
004848317,T77547,CW123369224,K064573.000,CW3323369224
004856901,T90106,CW111299422,K073171.000,CW3311299422
004805451,T38638,CW114465143,K039224.000,CW3314465143
004855432,T88244,CW103993753,K071701.000,CW3303993753
004783573,N3994,CW123034610,K002590.000,CW3323034610
004802844,T34377,CW110395154,K036643.000,CW3310395154
004809409,T5848,CW104134774,K023264.000,CW3304134774
004865821,T102038,CW108502226,K082106.000,CW3308502226
004809420,T5859,CW115793933,K023274.000,CW3315793933
004786718,N6237,CW112998838,K003810.003,CW3312999255
004819020,T183960,CW114821864,K123147.000,CW3314821864
004808015,T42585,CW111425349,K041548.005,CW3311426263
004815185,T168817,CW110344654,K119291.000,CW3310344654
004809594,T6253,CW110912977,K023421.000,CW3310912977
004902912,T49920,CW115644981,K046085.000,CW3315644981
